branch,cgpa,internship_count,project_count,certifications_count,coding_skills_score,communication_skills_score,soft_skills_score,hackathon_participation,placement_probability
5,5.06,0,2,4,71,47,45,0,48
4,8.52,4,1,1,74,95,82,0,70
2,7.02,1,3,4,88,77,45,1,66
3,9.84,3,4,5,71,41,91,1,81
6,6.39,3,6,5,84,77,76,0,78
4,8.55,4,2,5,55,91,84,1,77
1,8.14,2,5,3,71,85,40,1,75
5,5.06,2,5,0,64,70,55,0,54
1,9.43,1,4,2,69,78,90,1,71
6,5.7,3,4,4,76,66,50,1,66
6,8.32,3,6,2,76,56,61,1,77
1,8.88,3,1,1,74,74,73,1,66
4,8.15,0,4,3,84,85,40,1,68
4,5.49,2,5,2,47,63,52,1,57
5,9.88,4,1,4,79,40,88,1,76
2,6.18,0,4,0,88,68,85,1,54
5,8.14,0,4,5,86,65,88,0,70
3,8.99,2,7,3,75,83,97,1,83
2,9.7,3,5,1,93,74,81,0,82
3,8.02,1,1,4,64,90,67,0,63
5,6.3,4,2,3,57,83,88,1,64
2,9.18,2,2,4,78,63,52,1,72
2,5.82,1,6,1,49,85,77,0,58
3,5.11,2,1,1,40,72,69,0,43
1,9.54,2,4,0,97,65,97,0,74
4,7.88,2,4,3,43,76,75,1,66
2,5.35,2,1,0,65,78,43,0,46
2,7.9,3,2,0,50,91,53,0,61
3,5.73,0,6,0,54,97,75,1,55
2,5.16,2,7,5,71,90,95,1,72
3,5.58,1,7,2,54,65,62,0,60
1,8.88,1,3,1,67,77,44,1,64
2,8.78,1,5,0,62,92,85,1,68
6,8.02,0,1,2,42,89,54,1,53
5,6.05,0,6,2,90,77,62,0,63
1,8.69,1,3,2,71,50,47,1,64
6,7.04,3,5,0,59,100,97,0,67
1,7.55,0,3,2,95,68,95,1,61
4,9.49,0,3,0,53,68,50,1,59
1,7.29,3,5,3,74,42,46,1,70
1,8.13,2,3,1,79,48,62,0,63
4,9.81,0,2,4,81,74,84,1,70
2,7.26,1,6,0,48,96,85,0,63
5,7.8,1,1,1,99,45,80,0,57
6,7.92,3,7,0,95,95,66,1,80
3,6.2,1,6,5,86,48,70,1,69
5,8.68,4,7,3,63,47,86,1,83
1,8.63,1,2,1,80,66,92,1,62
3,6.07,3,2,1,43,73,79,0,53
4,5.07,3,7,2,51,90,41,0,66
5,9.99,3,5,0,90,63,83,0,80
2,7.91,4,5,0,63,87,87,0,73
6,5.91,0,5,4,40,44,70,0,53
5,6.42,2,3,2,53,49,100,1,55
5,8.09,1,3,2,70,59,47,1,62
2,5.69,0,7,4,49,61,40,0,60
3,5.19,3,1,2,72,51,64,1,51
4,8.99,0,3,2,75,83,56,0,66
2,8.58,0,1,3,81,68,69,1,60
4,6.55,4,2,5,74,70,63,1,70
2,5.29,3,1,1,97,45,70,1,53
5,7.43,3,1,4,87,85,90,0,69
4,6.38,1,5,3,57,46,91,1,59
3,6.99,1,3,5,64,92,100,0,66
3,6.37,1,4,3,51,72,98,1,58
6,5.88,1,4,3,99,85,52,0,65
4,6.93,0,5,2,67,54,97,1,58
6,9.82,0,6,5,92,52,94,0,82
2,6.33,1,6,5,90,63,54,1,72
1,6.68,1,6,4,48,69,65,0,65
3,6.65,1,2,2,63,72,71,1,54
5,7.4,2,2,2,59,59,84,0,58
3,9.22,1,2,3,65,58,74,0,65
1,7.01,2,1,0,44,58,55,1,48
5,9.03,1,7,4,66,77,48,0,81
4,5.58,3,3,4,67,63,58,1,62
4,9.47,4,2,3,76,44,79,0,75
3,5.93,0,4,3,79,61,79,0,56
5,5.2,3,1,1,46,99,85,0,50
2,5.79,4,2,3,58,61,90,0,60
5,5.95,2,2,2,93,67,84,0,58
6,7.54,0,6,3,61,56,42,1,65
1,7.25,2,6,4,57,70,65,0,72
4,8.58,2,3,0,54,86,76,1,63
3,5.25,0,3,0,100,46,47,1,47
5,7.49,4,1,2,72,56,45,1,64
4,6.66,0,4,0,78,51,44,0,52
3,8.15,1,5,3,90,46,60,1,71
4,5.22,2,6,0,44,68,66,1,54
3,5.17,1,4,3,79,84,83,0,59
4,7.14,0,7,5,76,47,77,0,71
2,9.06,0,6,1,98,43,47,0,71
6,8.36,4,3,4,44,79,61,0,74
1,5.08,2,3,5,76,93,62,1,63
4,5.89,3,5,2,82,55,64,0,65
1,6.13,0,4,1,46,55,46,1,48
4,7.12,3,4,0,41,61,53,1,58
5,7.93,2,5,2,69,50,80,0,68
6,6.08,1,3,3,88,98,97,0,63
2,6.91,2,1,1,50,80,68,0,53
6,7.92,4,4,4,91,93,56,1,83
1,6.92,3,2,4,76,99,90,0,70
5,5.72,3,4,1,78,50,45,0,59
3,7.46,1,7,1,72,44,71,0,66
6,6.62,1,4,1,48,81,58,0,56
2,9.32,0,7,0,50,97,66,1,70
5,8.88,2,4,5,99,77,69,1,82
5,5.95,4,3,5,51,87,89,0,68
1,5.76,0,2,5,49,51,92,0,49
2,6.74,2,7,4,91,79,72,0,78
5,7.06,1,4,4,93,64,76,0,68
5,9.66,4,1,0,50,97,84,1,69
3,6.51,1,6,2,72,100,50,0,67
1,9.34,1,7,4,96,84,95,0,87
1,7.53,3,6,2,59,52,80,0,71
2,9.43,2,2,2,44,87,49,1,67
5,8.51,0,5,2,86,65,68,1,68
3,8.54,3,1,4,63,50,61,0,67
4,7.59,2,5,3,71,95,59,0,73
6,9.2,2,4,2,93,79,58,1,77
1,6.27,2,7,5,70,62,63,0,74
3,9.54,4,3,3,81,52,67,0,79
2,8.18,3,4,0,83,72,41,0,70
3,7.19,0,4,5,53,91,79,0,64
5,9.91,3,5,3,58,91,94,1,83
6,9.31,1,4,3,81,67,57,1,74
1,8.86,2,1,1,63,90,57,1,63
4,6.37,1,3,2,93,43,41,0,57
5,9.87,3,5,4,71,67,86,1,85
1,8.71,0,2,1,51,73,88,1,56
2,8.03,1,6,5,89,90,94,1,81
1,9.61,1,4,3,60,90,95,1,74
3,5.81,4,6,0,90,49,62,1,67
6,5.7,3,7,4,75,88,86,1,76
4,7.82,1,5,0,64,94,91,1,64
6,5.28,3,6,3,90,91,98,0,72
3,8.32,0,4,0,92,47,54,0,61
4,6.2,1,7,1,53,48,99,1,59
4,5.6,0,4,0,47,57,64,0,44
5,7.05,1,5,1,68,41,84,1,59
4,7.33,2,1,2,64,57,57,0,56
1,5.85,4,2,4,62,79,60,1,64
6,5.21,4,4,0,98,41,86,1,60
2,7.07,4,1,1,75,61,71,1,61
2,8.8,0,4,3,96,55,89,0,70
6,9.37,3,4,5,87,76,58,0,85
5,5.49,4,1,3,51,71,57,1,56
4,7.62,1,4,1,89,49,63,0,62
3,6.32,1,2,4,51,80,86,1,56
1,6.87,2,6,2,57,73,81,0,67
5,9.67,0,5,2,75,87,69,1,74
4,6.76,1,7,4,87,55,68,1,73
2,6.83,1,7,5,89,88,93,0,78
3,6.05,2,6,0,58,73,60,1,60
4,9.8,2,1,1,87,97,60,1,71
5,7.28,3,6,2,92,76,87,1,77
3,7.85,3,3,4,74,79,80,1,73
3,7.27,3,7,2,88,95,41,0,81
3,6.26,1,4,2,66,73,84,1,58
3,9.05,2,5,0,42,83,40,0,68
4,5.14,0,2,2,52,52,61,0,42
3,8.45,3,2,1,77,87,95,1,69
4,7.97,4,3,4,90,76,79,1,79
3,5.72,1,6,5,80,51,77,1,67
3,5.83,0,2,5,58,54,58,0,51
5,8.3,1,6,5,82,69,58,1,79
4,6.56,3,5,0,74,70,41,0,64
2,6.33,1,3,5,54,68,68,1,59
4,5.3,3,6,0,55,73,89,1,59
6,8.83,1,1,5,74,71,89,0,68
2,9.41,3,6,4,44,83,62,1,83
5,9.1,2,6,1,46,62,86,1,71
4,7.33,2,3,5,60,49,97,1,65
5,7.67,2,1,2,80,47,96,0,59
2,6.21,2,2,2,93,60,97,0,59
5,5.86,2,7,5,40,50,87,1,67
5,9.12,4,5,1,64,51,66,0,76
1,8.99,1,6,3,69,88,84,0,77
4,8.89,2,4,4,58,100,62,1,77
5,7.32,4,3,1,63,78,67,0,67
1,9.32,4,2,2,85,86,95,1,78
1,9.63,1,6,4,99,58,67,0,83
3,6.64,1,5,5,54,100,99,1,69
3,6.12,3,4,4,74,73,44,0,68
2,7.32,3,3,2,63,77,57,0,66
4,5.9,2,5,1,75,73,69,1,61
3,9.42,0,2,3,88,85,63,1,69
2,6.69,3,7,4,98,65,76,0,81
4,7.88,0,6,5,53,79,55,1,71
2,7.97,3,6,4,61,55,68,1,77
1,7.57,4,6,4,78,58,69,1,81
1,5.78,4,3,5,47,89,64,1,67
4,9.96,4,6,5,87,95,77,1,97
2,5.86,0,3,5,93,68,100,0,60
2,8.76,2,6,1,55,84,78,0,73
3,8.96,3,1,4,85,77,40,0,74
3,5.73,3,7,5,56,100,79,1,76
4,9.67,0,6,2,44,75,78,0,70
6,7.44,4,1,2,80,60,94,1,65
3,8.14,2,3,5,74,49,78,0,71
5,8.21,3,5,0,92,86,70,1,75
3,7.52,2,2,4,93,62,78,0,68
6,5.71,2,4,3,76,83,70,0,63
2,8.76,1,1,0,91,99,98,0,63
1,7.91,2,2,4,57,91,72,1,67
1,5.59,1,6,4,60,83,51,1,64
2,8.5,0,3,5,81,98,64,0,72
1,8.51,4,2,1,40,46,94,1,62
3,7.74,1,2,1,56,77,62,0,56
1,5.45,2,7,2,47,44,82,0,59
6,6.76,4,7,0,68,58,100,0,71
6,5.25,2,6,0,59,85,87,0,58
3,7.39,2,2,5,88,72,67,0,69
2,9.53,1,3,0,89,63,72,0,67
5,5.01,0,7,5,76,82,77,1,66
3,6.33,2,1,2,78,62,65,1,55
1,9.0,1,4,3,100,61,63,0,75
3,5.05,2,5,3,99,75,44,1,66
6,5.05,4,1,5,44,92,83,1,59
3,8.05,0,4,3,98,85,99,0,70
3,8.95,2,3,5,49,60,56,0,71
5,8.88,0,4,0,45,57,84,0,57
6,8.9,0,3,4,46,77,76,1,64
4,6.81,4,4,0,74,66,54,0,66
4,9.41,4,7,5,66,76,41,1,93
6,5.06,3,1,4,81,88,73,0,59
4,6.56,0,6,1,60,64,59,1,57
1,6.69,2,6,5,63,78,69,0,73
4,5.83,4,6,5,68,69,55,1,76
1,6.68,2,3,2,66,82,83,1,61
6,7.93,0,2,3,77,53,98,1,58
4,7.6,4,6,0,41,73,43,1,69
4,6.6,3,3,0,64,93,70,1,61
2,8.75,0,7,1,41,71,65,0,66
1,8.57,2,3,4,77,70,94,1,73
1,6.4,3,4,3,98,88,80,0,73
3,6.62,0,3,2,57,41,98,1,50
5,6.44,4,4,4,81,86,51,0,75
4,5.64,0,7,4,46,78,41,1,61
2,8.76,1,1,5,88,74,47,1,70
5,5.23,2,3,3,43,62,53,0,52
2,5.75,4,2,2,83,45,63,1,60
5,5.53,4,2,3,79,60,82,1,62
4,9.13,1,1,3,80,65,79,1,65
2,5.22,3,7,0,49,69,80,0,60
1,8.32,4,6,2,90,80,64,1,84
3,5.22,3,2,4,80,81,97,0,62
2,8.93,3,4,3,67,92,46,1,78
6,9.56,3,3,1,69,69,71,1,72
4,7.43,0,5,2,63,92,92,1,64
4,9.02,1,7,1,75,47,62,1,73
6,8.53,2,3,4,55,78,85,1,70
5,8.98,1,7,2,72,72,78,1,77
3,8.83,4,7,0,49,49,65,0,75
5,6.03,1,3,2,87,57,81,0,56
6,7.5,2,5,4,60,87,46,0,73
6,9.8,0,6,0,66,75,95,1,70
3,6.72,4,7,4,94,80,86,0,85
6,9.85,0,2,5,60,94,89,1,71
6,7.92,4,2,2,66,89,84,0,70
2,7.31,2,3,4,71,50,43,0,65
3,8.29,0,2,2,44,83,83,0,56
4,9.08,2,7,0,92,47,64,1,77
5,6.97,2,7,2,74,40,91,1,69
4,5.16,1,4,4,61,47,57,1,54
4,8.54,4,7,4,98,44,46,1,89
2,9.78,3,4,5,75,40,61,0,82
5,8.12,3,5,5,49,42,43,0,74
4,5.94,0,7,4,73,66,68,1,65
3,6.24,2,3,1,91,84,63,0,61
5,9.55,1,6,1,93,100,93,1,80
1,5.07,4,4,1,100,100,79,1,68
2,7.74,0,1,3,45,87,91,0,54
4,5.79,2,2,5,53,62,89,1,57
6,6.41,3,6,2,98,83,99,0,75
5,6.53,3,3,1,96,78,77,1,65
1,6.1,4,4,4,95,79,80,1,75
6,8.96,4,5,4,76,50,51,1,83
1,6.66,4,4,1,97,84,48,1,72
4,6.73,0,1,5,58,50,54,1,52
6,7.27,4,4,1,71,75,98,1,70
4,9.51,0,3,4,59,77,52,0,69
6,8.44,1,5,1,60,70,96,0,66
5,5.31,2,7,5,54,99,69,1,71
3,5.2,3,5,3,56,94,74,0,65
3,7.83,0,1,3,100,63,74,1,60
1,9.44,2,3,5,83,58,65,1,78
2,6.62,4,1,3,96,92,58,1,69
6,6.24,3,1,0,84,71,60,0,55
4,8.74,0,1,3,91,79,60,0,64
2,8.01,4,4,4,63,77,52,1,78
5,7.83,2,2,5,60,56,60,1,66
5,5.75,1,4,0,87,89,63,0,57
5,5.88,2,3,4,54,74,65,0,59
3,6.41,0,6,4,50,51,83,0,60
4,6.03,1,1,5,76,54,95,0,55
5,9.86,1,1,5,69,78,70,1,72
5,5.09,4,2,1,99,52,69,0,58
1,8.13,2,5,5,57,69,63,0,75
6,7.59,0,1,2,95,81,71,1,58
6,6.62,1,4,3,67,58,69,1,60
6,9.44,4,7,5,52,48,96,0,88
2,8.35,1,1,2,82,96,65,1,63
1,9.99,2,3,2,49,67,77,1,70
3,5.84,3,7,1,86,83,57,1,72
2,5.44,0,2,2,78,99,80,0,51
1,5.7,3,6,3,51,82,93,1,67
5,6.35,2,5,0,89,95,88,1,65
4,7.08,3,6,4,98,64,99,1,80
2,9.31,2,3,3,77,79,51,1,75
2,6.42,2,4,1,80,80,60,0,62
5,9.58,4,6,0,87,43,62,0,81
5,7.31,3,3,1,79,91,67,0,67
4,8.24,1,6,3,65,76,99,0,73
6,6.32,2,1,4,83,46,56,0,58
2,5.78,3,2,2,58,80,54,0,57
1,9.35,1,1,5,62,43,62,1,65
3,5.55,0,2,5,87,62,98,0,55
5,8.87,1,4,2,75,83,92,0,71
5,7.9,3,3,1,66,83,92,1,67
3,9.31,3,6,0,91,45,73,0,78
1,8.59,1,2,5,55,84,67,1,68
5,6.41,1,3,4,46,48,43,1,55
3,7.87,2,7,1,98,96,80,0,80
5,5.07,3,6,4,52,48,51,0,64
6,7.38,2,7,5,94,60,41,1,81
6,5.43,2,7,1,51,42,64,1,58
5,7.14,0,2,0,66,52,63,1,48
5,5.55,3,1,3,72,77,70,1,57
6,9.78,2,2,2,70,57,100,1,69
5,7.62,0,2,4,50,94,43,1,59
1,9.57,2,5,4,56,85,83,1,80
1,5.11,2,6,0,77,70,73,0,59
4,8.19,3,6,4,41,68,45,1,76
1,6.53,1,7,3,42,94,70,0,67
2,7.16,1,4,3,73,41,78,0,61
2,9.37,3,6,0,89,70,89,0,80
2,9.9,1,1,1,71,77,63,1,64
5,6.23,4,1,1,63,91,64,0,59
5,9.74,1,3,4,63,46,44,1,70
3,8.44,2,2,4,52,79,93,1,67
2,9.76,2,2,0,61,49,93,0,63
2,7.81,0,6,3,58,52,49,1,65
1,9.8,3,2,0,92,98,57,0,75
6,9.46,0,1,1,69,40,68,1,56
6,5.64,2,5,3,78,76,50,0,65
4,6.55,2,3,4,60,64,88,0,62
3,6.22,0,2,1,87,69,69,0,51
6,7.86,4,5,2,62,41,82,1,72
4,9.01,1,6,1,55,75,44,1,70
1,8.8,4,4,3,81,63,45,1,80
3,8.63,4,1,3,46,51,53,1,66
3,6.88,4,4,0,59,44,55,0,61
2,5.7,4,1,3,87,95,99,0,64
5,6.05,1,3,2,81,54,53,0,55
2,8.71,3,6,2,53,81,72,0,77
1,5.74,0,4,3,65,97,95,0,57
2,6.11,4,3,4,61,88,76,1,68
3,7.12,4,7,3,80,85,44,1,83
2,5.36,0,7,4,75,46,79,1,61
4,6.06,0,3,3,65,93,53,0,56
2,5.75,3,3,1,51,41,79,1,52
6,9.76,2,4,3,88,94,48,0,82
1,5.96,3,4,1,70,42,66,0,58
1,9.31,2,4,4,79,43,91,0,76
3,5.57,1,7,3,43,87,42,0,63
2,9.35,3,7,4,79,55,49,1,87
3,8.0,1,2,2,66,66,87,0,59
3,9.25,0,3,5,48,61,50,1,66
4,9.34,3,6,0,51,42,73,1,72
5,7.98,0,2,4,68,88,40,0,63
3,9.59,4,1,1,67,97,49,0,73
5,7.93,0,7,0,55,56,92,1,62
5,8.56,4,4,5,47,61,45,0,78
1,7.08,2,6,3,86,91,47,0,76
6,9.57,4,5,1,88,46,70,0,81
6,9.12,2,1,0,52,96,45,1,61
2,5.83,4,3,0,53,69,70,1,56
4,7.88,4,7,4,99,47,73,0,87
4,9.48,1,7,3,54,58,79,1,77
6,8.97,1,3,3,99,46,92,1,70
2,9.81,0,6,3,48,40,68,1,70
6,6.16,1,2,4,92,55,42,0,59
2,6.84,2,7,4,95,89,61,1,80
2,7.54,1,4,3,100,96,51,1,72
2,6.16,0,7,0,83,97,77,1,63
2,6.97,3,6,5,71,79,58,1,79
1,7.69,2,4,3,61,70,46,1,67
1,5.96,3,7,4,94,78,62,1,79
6,6.28,2,1,3,90,66,94,0,58
2,5.62,0,6,4,64,49,95,1,59
3,8.57,1,1,3,80,73,98,1,64
2,6.81,3,1,5,65,86,94,0,66
3,6.1,3,5,0,84,53,52,1,62
1,7.54,1,5,0,68,41,43,0,59
2,5.34,0,3,4,57,78,60,0,52
5,9.62,1,7,4,75,94,53,1,86
6,6.47,4,3,1,59,61,75,0,61
2,9.43,4,3,2,72,65,89,0,77
4,7.49,4,6,1,59,83,46,1,75
3,9.25,3,4,4,42,44,52,1,73
2,6.24,3,3,5,98,77,74,1,72
5,5.88,0,2,4,82,55,100,0,53
3,9.25,2,1,3,73,51,88,0,66
5,6.06,1,6,1,45,80,72,0,58
6,8.73,2,4,2,70,91,96,0,73
6,6.72,3,7,1,74,83,50,0,73
6,8.74,1,5,0,71,81,90,0,68
1,9.54,3,1,0,81,56,78,0,66
5,9.91,0,3,1,96,64,64,0,68
2,6.8,1,5,5,48,63,85,0,65
4,6.84,3,5,1,85,50,78,1,67
4,9.91,4,5,5,87,57,98,0,91
6,9.31,4,6,4,66,75,63,1,88
4,5.23,3,1,5,63,42,61,1,55
3,7.87,2,4,3,95,58,82,1,72
5,5.91,0,1,0,89,45,90,1,43
5,9.97,0,2,2,98,62,87,0,68
5,5.69,3,3,3,61,79,88,0,61
3,7.8,0,6,5,69,46,97,1,70
2,8.33,1,4,1,75,86,85,1,67
1,9.69,0,6,0,65,83,95,0,70
3,9.24,4,4,1,89,86,61,0,81
5,6.23,3,3,0,41,48,54,1,51
5,7.86,1,7,2,81,41,57,0,71
5,9.77,0,2,3,83,97,83,1,71
2,8.68,4,5,2,46,91,84,0,78
4,8.44,2,3,2,66,86,71,0,68
1,8.77,0,5,3,55,89,97,1,69
3,6.61,4,3,5,88,84,95,1,76
5,8.65,4,1,3,85,87,75,0,75
6,6.16,4,6,5,95,86,49,1,83
1,7.14,4,2,2,68,50,48,0,63
6,9.45,2,6,1,60,42,83,0,72
1,5.09,3,2,3,65,100,64,0,59
5,7.07,4,3,2,95,81,96,0,73
1,6.33,3,2,2,57,88,43,1,59
1,5.99,2,5,2,40,69,77,0,58
5,9.19,2,2,1,100,47,85,1,68
2,8.48,1,2,4,41,76,75,1,62
6,5.56,1,6,4,53,60,97,1,61
2,7.47,4,2,3,77,47,81,0,68
6,7.33,3,7,4,54,86,76,0,79
4,5.71,2,4,0,75,50,78,1,54
6,9.0,0,7,5,100,80,46,1,85
6,6.83,1,3,3,63,96,81,1,62
1,8.81,1,1,3,99,97,93,1,70
4,5.96,0,1,2,64,96,99,1,49
5,6.58,3,4,5,48,73,65,1,68
5,5.48,3,6,0,54,78,59,1,61
3,5.72,3,4,4,76,55,84,1,65
4,9.42,4,1,3,45,46,99,0,68
1,5.55,4,5,5,82,43,100,0,72
3,5.48,0,1,0,84,71,86,0,43
3,9.7,2,1,1,51,76,60,0,63
5,8.23,0,7,1,66,85,44,0,69
6,5.5,2,3,2,46,61,96,0,51
1,9.86,0,1,0,67,46,69,0,55
4,5.74,4,1,3,91,52,87,0,61
3,8.83,3,7,1,51,57,98,0,76
1,5.17,1,2,5,81,81,77,1,58
5,8.12,0,4,1,74,73,75,0,62
3,7.73,0,7,5,41,52,77,1,68
3,6.04,1,1,4,65,73,62,1,54
2,8.22,0,1,4,59,68,62,0,58
5,8.09,3,5,0,64,86,97,1,71
2,8.99,1,7,4,60,44,87,0,76
5,9.38,1,1,0,40,93,90,1,57
5,7.55,3,3,3,67,70,45,0,68
2,7.45,3,6,3,92,50,82,0,77
1,8.11,1,5,3,77,77,85,0,72
1,8.65,3,1,4,52,90,62,0,69
1,6.78,3,6,4,69,99,54,1,78
6,7.52,3,3,2,99,86,40,0,73
3,7.93,1,4,1,49,43,75,0,57
1,9.94,0,1,5,84,46,78,1,68
6,7.94,2,4,3,61,62,67,1,68
3,6.12,1,1,4,68,70,49,0,54
1,7.94,2,5,1,44,93,72,0,67
5,9.1,3,5,3,47,56,85,0,75
4,9.29,3,6,3,92,49,63,0,84
1,9.0,0,3,5,50,61,45,1,66
4,9.44,3,2,1,65,69,53,0,69
1,6.67,2,7,1,58,68,93,0,66
5,7.54,1,6,4,58,56,71,0,69
4,8.9,1,6,1,69,82,58,0,73
6,6.32,0,3,1,75,60,45,1,51
5,6.86,2,1,4,81,61,59,1,61
4,9.16,3,4,3,95,87,64,0,83
4,8.85,4,4,5,48,78,100,0,81
2,9.86,0,1,1,46,79,59,0,58
2,9.98,0,2,5,57,87,77,1,71
5,6.2,4,2,2,48,87,50,0,60
5,9.5,1,2,0,45,96,100,0,61
5,5.47,1,1,5,45,61,71,1,49
3,8.55,1,7,1,84,66,68,1,74
6,6.1,4,5,5,61,62,69,0,73
1,6.5,3,6,1,56,43,68,1,63
2,9.73,3,5,0,54,65,61,0,73
4,6.32,2,1,2,48,78,50,1,52
2,8.37,2,5,5,45,97,88,0,77
1,5.89,1,7,3,62,56,59,1,64
5,5.47,4,2,2,56,42,80,1,54
2,6.7,0,5,0,71,56,53,0,54
6,8.12,3,1,5,100,82,66,1,76
6,6.24,4,6,1,71,79,97,1,71
3,6.5,2,5,3,76,58,77,1,66
2,8.54,3,5,2,42,78,99,0,72
5,5.51,3,5,2,96,57,43,1,66
4,7.23,4,5,3,55,99,46,0,76
3,9.71,2,6,2,41,67,69,1,75
5,6.98,4,1,0,91,92,49,0,64
3,7.17,0,3,3,42,54,46,1,53
2,8.69,3,5,0,80,90,44,1,76
1,8.9,4,3,3,90,65,43,0,79
2,8.85,4,6,0,53,74,86,1,76
5,9.99,0,1,1,53,55,75,0,57
4,5.36,4,4,1,69,54,54,0,60
4,9.91,3,7,2,88,44,78,0,86
5,9.75,1,3,3,79,85,77,1,74
3,9.26,1,1,5,88,63,75,0,71
6,7.27,2,4,3,66,41,90,0,64
5,9.35,0,5,0,56,98,41,0,67
2,6.1,2,6,5,78,75,54,1,73
4,8.96,1,6,2,48,91,59,1,73
1,5.93,0,1,2,75,84,94,1,49
4,9.08,4,2,5,49,87,73,0,78
6,8.07,4,4,3,68,70,52,0,76
4,5.49,3,2,1,43,69,99,1,50
6,9.48,1,6,3,60,51,64,1,74
5,7.89,4,6,5,76,98,53,1,88
4,8.28,0,5,3,41,76,80,0,64
3,6.42,4,5,4,54,93,87,1,74
2,9.36,2,3,0,67,96,93,1,69
3,7.73,2,6,0,64,60,48,1,66
2,7.11,2,5,4,65,51,88,1,68
4,7.67,2,3,2,96,97,93,0,71
4,8.52,2,4,5,48,79,74,1,74
2,8.48,3,2,0,69,76,61,1,65
1,6.79,2,4,2,48,74,44,1,60
4,6.93,3,7,1,40,61,83,1,67
1,7.81,3,2,2,95,84,76,0,70
1,9.62,4,1,0,95,75,53,1,73
2,8.73,0,4,5,51,92,56,0,70
1,6.95,2,7,5,100,47,44,0,79
1,6.69,0,1,2,84,66,52,0,51
5,7.62,1,2,1,91,66,98,0,59
3,9.35,3,6,4,52,75,93,1,83
1,5.04,1,6,0,53,46,86,0,50
3,8.55,3,3,5,49,42,70,0,71
1,6.47,2,4,1,56,43,88,0,55
3,6.04,1,4,3,56,63,49,1,57
4,5.06,4,3,4,70,47,87,0,62
4,9.48,1,3,4,85,84,100,0,76
3,9.56,3,5,0,88,52,62,1,77
1,5.31,3,7,1,90,48,68,1,67
5,7.61,0,6,5,65,59,55,0,70
3,5.76,1,5,5,74,97,56,0,68
6,8.79,4,2,3,75,59,46,1,74
5,8.33,2,6,5,50,44,82,1,75
6,6.49,0,4,1,55,85,53,1,54
3,5.58,1,3,5,68,44,83,0,56
1,9.16,0,3,2,84,74,48,0,67
6,8.37,1,7,5,57,40,46,0,75
3,5.03,2,6,0,50,81,53,1,56
5,8.14,2,1,2,50,54,55,0,57
1,9.05,4,7,5,48,56,99,0,87
6,7.95,0,7,5,97,51,49,0,77
3,7.12,4,5,5,64,85,99,0,79
1,7.92,1,6,2,97,95,44,1,76
1,8.1,2,6,5,94,75,90,1,83
4,8.2,2,1,4,71,100,46,1,69
1,9.84,3,3,5,73,82,61,0,83
3,5.89,3,4,4,42,97,63,0,65
5,8.12,4,4,2,53,54,79,1,70
2,5.94,0,1,5,87,53,81,1,53
4,6.05,1,7,1,79,66,98,0,64
3,8.35,4,5,0,64,89,61,0,75
3,9.58,2,2,5,55,61,94,0,72
3,5.8,2,6,0,75,48,74,0,59
6,9.81,2,4,1,48,86,85,1,72
6,6.6,1,2,2,43,60,91,0,50
5,6.96,4,6,0,84,42,94,1,70
3,5.77,1,5,5,41,91,93,1,63
6,8.08,2,1,4,94,70,42,1,68
6,7.98,3,7,3,64,52,86,0,78
6,7.21,4,5,4,89,41,81,0,77
5,7.38,3,3,1,95,86,46,1,69
5,8.11,4,5,3,61,53,58,0,76
3,7.92,2,1,0,96,46,81,1,58
4,6.87,3,1,5,44,68,100,1,61
3,9.42,3,5,0,88,43,85,0,75
6,8.34,4,6,3,60,43,47,0,78
2,6.03,3,1,0,49,63,100,1,48
6,6.6,3,3,3,62,81,62,0,65
1,8.94,2,2,2,66,60,59,1,65
2,5.52,4,5,1,69,90,72,0,67
2,8.75,4,1,5,94,84,45,0,80
3,6.79,0,7,4,43,67,54,0,64
6,7.76,4,6,3,97,77,44,0,85
6,6.4,2,6,3,45,47,53,1,63
4,9.93,3,6,2,93,81,48,1,88
1,9.53,0,2,5,98,56,65,1,72
3,9.64,3,3,5,65,48,71,0,78
5,5.92,4,5,4,49,85,70,0,71
3,9.21,1,1,2,88,100,45,1,68
2,7.68,3,2,2,44,59,40,1,60
3,8.54,4,3,1,78,44,58,1,70
4,6.09,2,4,0,76,97,54,0,60
3,8.56,4,1,5,79,74,73,1,76
4,9.57,0,6,5,40,80,58,1,76
2,6.34,1,6,4,96,68,88,1,71
4,6.17,1,3,2,73,51,50,0,54
6,5.52,1,7,0,87,93,57,0,64
5,6.33,2,7,0,47,71,63,1,62
2,7.68,1,2,0,60,70,85,0,54
4,9.16,3,7,5,70,70,90,0,89
1,6.39,2,6,0,97,40,48,1,64
2,8.11,4,5,1,86,96,50,0,80
1,7.4,0,2,1,62,82,82,0,53
5,6.44,2,6,2,50,44,43,1,61
4,7.55,0,5,0,55,90,57,1,59
2,5.84,2,3,2,66,75,83,1,57
2,8.2,4,3,3,46,51,62,0,69
5,5.58,0,2,5,88,55,80,1,55
6,8.65,2,2,1,63,55,76,1,61
1,5.89,0,5,1,71,60,40,0,54
2,9.99,1,7,5,100,72,64,0,91
3,9.12,1,1,4,74,65,48,0,66
1,6.72,1,2,3,70,42,78,0,54
4,7.13,3,6,1,100,62,40,0,74
5,6.3,1,1,0,86,64,91,0,49
1,8.84,1,1,5,68,93,56,0,69
